issn,eissn,status,year
0017789X,,inactive,2005
00178055,19435045,inactive,2017
00178136,,inactive,2012
00178322,,inactive,2018
00178470,14321173,inactive,2022
00178594,,inactive,2011
00178616,,inactive,1983
00179140,,inactive,1995
0017940X,,inactive,2000
00179876,,inactive,2001
00179973,,inactive,2021
00180130,,inactive,1989
00180181,,inactive,1994
00180203,,inactive,1974
0018022X,,inactive,1989
00180238,,inactive,1999
00180416,,inactive,1992
00180637,,inactive,2012
00180750,,inactive,2012
00181153,,inactive,1998
00181390,,inactive,2001
00181501,,inactive,1978
00181935,,inactive,2009
00182214,,inactive,2003
00182222,,inactive,1973
00182621,,inactive,2021
00182753,,inactive,2017
0018277X,,discontinued,2016
00183377,,inactive,1997
00183458,,inactive,1997
00183571,,inactive,1991
00183784,16056779,inactive,2002
00183849,,inactive,2001
0018439X,,inactive,2004
0018456X,,inactive,2018
00184888,,inactive,1985
00185051,,inactive,1972
00185477,,inactive,1949
00185639,,inactive,1982
00185647,,inactive,2006
00185663,,inactive,1985
00185817,,inactive,1984
00185841,,inactive,1975
00185973,,inactive,1993
00186082,,inactive,2010
00186368,,inactive,2020
00186694,,inactive,2004
00186775,,inactive,1979
0018702X,,inactive,2011
00187143,15346617,inactive,2023
00187348,,inactive,1975
00187399,,inactive,2004
00188131,,inactive,1974
0018814X,,inactive,2013
00188190,,inactive,2020
00188220,1930630X,inactive,2001
00188247,,inactive,1998
00188255,,inactive,1973
00188646,21518556,inactive,2020
00188670,,inactive,2008
00188778,,inactive,1996
00189278,15582582,inactive,1973
00189308,2168166X,inactive,1974
00189324,23749555,inactive,1973
00189332,21622175,inactive,1971
00189367,1557962X,inactive,1993
00189405,23313706,inactive,1971
00189413,,inactive,1982
00189421,23750502,inactive,1988
0018943X,,inactive,1971
00189472,,inactive,1995
00189502,15582655,inactive,1971
00189510,,inactive,1985
00189537,21621403,inactive,1985
00189820,,inactive,2004
00189960,,inactive,1992
00190357,,inactive,1997
00191639,,inactive,2016
00191655,,inactive,2003
00192031,,inactive,2015
00192333,,inactive,1949
00192791,,inactive,1977
00193062,,inactive,2016
0019333X,,inactive,2007
00194247,,discontinued,2018
00194611,,inactive,1991
00194816,,inactive,2001
00195081,,inactive,1971
00195103,,inactive,1983
00195111,,inactive,1977
00195162,,inactive,1975
00195189,09751009,discontinued,2018
00195340,,inactive,1994
00195359,19983654,discontinued,2017
00195421,,inactive,1991
00195448,,inactive,1975
00195472,,inactive,1978
00195502,09740252,inactive,2018
0019560X,,inactive,1983
00195669,,inactive,1993
00195936,,inactive,2009
00196355,,inactive,2019
00196568,,inactive,2016
00196770,,inactive,1983
00197491,,inactive,2004
00197548,,inactive,2007
00197637,,inactive,2007
00198145,,inactive,2008
00198234,,inactive,1995
00198307,,inactive,2008
00198323,,inactive,1991
00198374,,inactive,2008
00198447,,inactive,2000
00198471,,inactive,2011
0019848X,,inactive,1992
00198528,,inactive,2000
00198536,,inactive,1973
00198862,,inactive,1985
00199044,,inactive,2012
00199176,,inactive,2010
00199605,,inactive,1985
00199958,,inactive,1986
00200093,,inactive,1997
00200271,,inactive,1974
00200891,,inactive,1993
00201154,,inactive,1992
00201200,,inactive,1996
00201650,,inactive,1981
00201790,,inactive,1991
00202274,,inactive,2000
00202444,,inactive,1972
00202452,,inactive,1998
00202460,,inactive,1998
00202495,,inactive,2003
00202509,,inactive,2014
00202835,20565224,inactive,1987
00202886,,inactive,1978
00202975,,inactive,1973
00203076,,inactive,2011
00203122,,inactive,2007
00203203,,inactive,2009
00203262,,inactive,1989
00203270,,inactive,1980
00203297,,inactive,1989
00203319,,inactive,1994
00203351,,inactive,2011
0020336X,,inactive,2011
00203386,,inactive,2011
00203394,,inactive,1984
00203408,,inactive,2011
00203416,,inactive,1973
00203483,,inactive,1982
0020353X,,inactive,1979
00203696,,inactive,1979
00203785,,inactive,2000
00204382,,inactive,1980
00204463,,inactive,1973
00204544,,inactive,1982
00204552,,inactive,1986
00205214,,inactive,2022
00205915,,inactive,1991
00205923,,inactive,1975
00205958,,inactive,1985
00206024,,inactive,1971
00206091,,inactive,2001
00206415,,inactive,1995
00206466,,inactive,1991
00206563,,inactive,1999
0020658X,,inactive,2023
00206695,,inactive,1970
00206946,,inactive,2006
00207055,,inactive,1976
0020708X,,inactive,1985
00207101,,inactive,1996
0020711X,,inactive,1994
0020725X,,inactive,1994
00207268,,inactive,1972
00207306,,inactive,1982
00207314,15414469,inactive,2022
00207322,,inactive,1999
00207349,,inactive,1998
00207357,,inactive,1988
00207373,,inactive,1993
00207381,,inactive,1983
00207470,,inactive,1971
00207551,,inactive,1971
0020756X,,inactive,1973
00207616,,inactive,1988
00207667,,inactive,1996
00207713,,inactive,1999
0020773X,,inactive,1995
00207810,21696578,inactive,2022
00207837,,inactive,1991
00208027,,inactive,1995
00208191,,inactive,2019
00208256,17516919,inactive,2020
00208272,,inactive,1982
00208442,,inactive,2004
00208841,,inactive,2020
00209147,,inactive,1989
00209252,,inactive,2023
00209309,,inactive,1997
00209376,,inactive,1973
00209384,,inactive,2017
00209392,,inactive,1973
00209406,,inactive,1970
00209554,14321289,inactive,2022
00209635,,inactive,2018
00209988,,inactive,1976
00210005,,inactive,1981
0021048X,,inactive,1973
00210498,,inactive,2001
00210587,,inactive,1983
00210927,,inactive,1960
00211133,,inactive,2016
0021129X,,inactive,1995
00211311,,inactive,1997
00211346,,inactive,1971
00211389,,inactive,2018
00211524,,inactive,1973
00211559,,inactive,1999
00211567,,inactive,1973
00211583,,inactive,1988
00211915,,inactive,1989
00211958,,inactive,1979
0021213X,,inactive,1993
00212164,,inactive,2009
00212180,,inactive,1997
00212210,,inactive,2006
00212938,,inactive,2007
00213292,,inactive,2003
00213438,,inactive,2005
00213462,,inactive,2005
00213470,,inactive,2004
00213667,15272060,inactive,2021
00213764,,inactive,1996
00214434,,inactive,1990
0021454X,,inactive,1990
00214671,,inactive,1997
00214744,,inactive,1988
00214752,,inactive,1995
00214795,,inactive,2013
00214809,,inactive,1996
00214817,,inactive,1969
00214868,1348673X,inactive,2004
00214892,,inactive,2018
00214930,18824110,inactive,2016
00214981,,inactive,1990
0021504X,18805787,inactive,1995
00215074,,inactive,1992
00215090,,inactive,2006
00215112,,inactive,1998
00215120,,inactive,1991
00215139,,inactive,1976
00215171,,inactive,1990
00215198,13473506,inactive,2002
0021521X,,inactive,2005
00215228,,inactive,2018
00215252,,inactive,2020
00215279,,inactive,1971
00215295,,inactive,1990
00215325,,inactive,1997
00215384,18832083,inactive,2016
00215902,,inactive,1971
00216089,,inactive,1996
00216968,,inactive,2000
00217263,,inactive,1982
00217468,,inactive,1998
00217646,,inactive,2008
00217654,,inactive,1976
00217689,,inactive,1999
00217697,17730422,inactive,2010
00217743,,inactive,1989
00217832,,inactive,1981
00217867,,inactive,1987
00217905,,inactive,1997
0021793X,,inactive,1986
00217948,,inactive,1991
00217972,,inactive,1985
00218103,,inactive,2011
00218200,,inactive,1979
00218219,,inactive,1974
00218332,,inactive,1976
00218359,,inactive,1999
00218375,14390361,inactive,2009
0021843X,,inactive,2021
00218634,10959246,inactive,2001
00218685,,inactive,1976
00218707,,inactive,1971
00218766,,inactive,1989
00218847,,inactive,1996
00218928,,inactive,2017
00218952,,inactive,1982
00218960,,inactive,1997
00219134,,inactive,1981
00219169,,inactive,1996
00219185,,inactive,1978
00219304,,inactive,2002
00219398,,inactive,2006
00219436,15524582,inactive,2014
00219487,21564663,inactive,2015
00219576,,inactive,1974
00219657,,inactive,2012
00219681,,inactive,1987
00219754,,inactive,1973
00219800,,inactive,1970
00219894,17416442,inactive,2024
00219908,,inactive,1973
00219940,,inactive,1982
00220019,,inactive,2018
00220205,,inactive,1965
0022023X,,inactive,2000
00220280,,inactive,1980
00220353,,inactive,2002
0022037X,15482278,inactive,1999
00220612,,inactive,1984
00220701,,inactive,2013
00220744,14779986,inactive,2013
00220752,,inactive,1986
00220809,,inactive,1987
00220817,21619433,inactive,1995
00220825,2161945X,inactive,1987
00220841,,inactive,2003
00220906,,inactive,2013
00220930,16083202,discontinued,2017
00221015,,inactive,1975
0022104X,1097010X,inactive,2002
00221104,,inactive,1983
00221163,,inactive,1985
00221171,,inactive,1971
00221287,,inactive,1993
00221368,,inactive,1995
00221392,,inactive,1997
00221414,,inactive,2002
00221422,,inactive,1994
00221481,15288943,inactive,2022
00221589,,inactive,2020
00221597,,inactive,1994
00221724,,inactive,1993
00221732,,inactive,1992
00221805,,inactive,1981
00221902,,inactive,1981
00221937,,inactive,2000
00221945,,inactive,1993
00222062,,discontinued,2017
00222135,,inactive,1975
00222143,15326543,inactive,2006
00222305,21619522,inactive,1984
00222321,,inactive,1971
0022233X,,inactive,1992
00222356,,inactive,1981
00222364,15578968,inactive,1992
00222402,15439542,inactive,2021
00222453,,inactive,1972
00222542,,inactive,1982
00222569,,inactive,1971
00222577,,inactive,1989
00222607,,inactive,1975
0022264X,,inactive,1991
00222712,,inactive,1983
00222739,,inactive,1986
00222747,,inactive,1975
00222755,,discontinued,2025
00222992,,inactive,1982
00223034,10974695,inactive,2006
00223107,,inactive,1973
00223182,,inactive,2001
00223204,,inactive,1974
00223247,,inactive,1987
00223255,,inactive,1981
00223409,,inactive,2002
0022345X,,inactive,1977
00223638,,inactive,1996
00223654,,inactive,1996
00223700,17473721,inactive,1987
00223719,,inactive,1988
00223735,,inactive,1989
00223743,,inactive,1997
00223867,,inactive,2011
00223921,,inactive,1992
0022393X,,inactive,1980
0022409X,,inactive,2004
00224154,,inactive,2023
00224251,,inactive,2000
00224332,,inactive,1977
00224472,,inactive,1993
00224588,20565240,inactive,1993
00224677,,inactive,1990
00224685,,inactive,1996
00224731,,inactive,1990
00224758,,inactive,1975
00224782,,inactive,1988
00224863,,inactive,2020
00224936,,inactive,1995
00224944,,inactive,1971
00224952,,inactive,1971
00225088,,inactive,1991
00225126,,inactive,1971
00225274,,inactive,2000
00225282,15298809,inactive,2011
00225290,,inactive,1979
00225304,,inactive,1995
00225320,,inactive,1985
00225355,,inactive,1982
00225371,,inactive,1984
00225398,,inactive,1972
00225428,,inactive,1995
00225762,,inactive,2006
00227692,,inactive,2015
00227722,,inactive,2015
00227854,,inactive,2023
00228249,,inactive,1979
00228370,,inactive,1998
00228699,,inactive,1984
00228710,,inactive,2008
00228796,,inactive,1980
00228958,21631611,inactive,2023
00229164,,inactive,2018
00229415,,inactive,1998
00229466,,inactive,2005
00229520,,inactive,1997
00229776,,inactive,2017
00229830,13349090,discontinued,2017
00230162,,inactive,1981
0023026X,,inactive,2002
00230294,,inactive,2009
00230332,,inactive,1966
00230561,25238949,inactive,2022
0023110X,,inactive,2005
00231118,,inactive,2005
00231150,,inactive,2003
00231169,,inactive,2006
00231177,,inactive,2005
00231274,,inactive,2005
00231347,,inactive,2007
00231495,,inactive,1993
00232130,25221396,inactive,2016
00232149,,inactive,2016
00232173,,inactive,1992
00232300,,inactive,1996
00232815,,inactive,2005
00232904,,inactive,1973
00232912,,inactive,2004
00233625,,inactive,1982
00234001,17380006,inactive,2022
00234028,,inactive,1991
00234109,,inactive,2003
00234192,,inactive,1976
00234222,,inactive,2010
00234516,,inactive,1997
00234567,,inactive,2018
00234699,,inactive,2023
00234761,,inactive,2004
00235326,,inactive,1999
00235334,,inactive,2006
00235563,,inactive,1998
00235776,,inactive,1990
00235873,,inactive,2001
00235946,,inactive,1973
00236152,,discontinued,2020
00236748,,inactive,1991
00236764,,inactive,1999
00236810,,inactive,2015
00237299,,inactive,1975
00237302,12979694,inactive,2007
00237728,,inactive,1968
00238031,,inactive,2014
00238058,,inactive,1990
00238082,,inactive,2024
00238236,14321491,inactive,1997
00238864,,inactive,1974
00239046,,inactive,1971
00239704,,inactive,1978
00239852,,inactive,2022
00240044,,inactive,1987
00241008,,inactive,1977
00241024,,inactive,1983
00241482,17831598,inactive,2023
00242306,17458161,inactive,2001
00242535,,inactive,2017
00243345,,inactive,2021
00243507,,inactive,1981
00243620,,discontinued,2016
00243825,,inactive,1979
0024449X,,inactive,2005
00244589,,discontinued,2018
00244759,,inactive,2003
00245461,,inactive,1978
00245585,,inactive,2001
0024581X,,inactive,2000
0024659X,,inactive,1982
00246638,,inactive,1972
00246786,,inactive,1981
00246816,,inactive,2000
00246921,,inactive,2016
00247081,,inactive,2004
00247154,,inactive,2003
00247251,,inactive,1989
00247634,,inactive,1996
00247758,,inactive,2021
00247782,,inactive,1997
00247804,,inactive,1998
00248525,,inactive,2008
0024869X,,inactive,1975
00249041,,inactive,2004
00249106,,inactive,1990
00249114,,inactive,2018
0024922X,,inactive,1980
00249416,,inactive,2017
00249629,,inactive,1971
00249947,,inactive,1994
00250015,,inactive,2005
00250120,,inactive,2023
0025021X,,inactive,2009
00250295,,inactive,2016
00250317,,inactive,1992
00251127,,inactive,1998
00251496,,inactive,1994
00251534,15731103,inactive,1995
00251569,,discontinued,2017
0025181X,,inactive,1981
00252018,,inactive,1979
00252034,,inactive,1979
00252328,18359310,inactive,1986
00252565,,inactive,1991
00252883,,inactive,1983
00253316,21534721,inactive,2018
00253456,,inactive,1979
00253618,,inactive,1989
00253863,18678882,inactive,1997
00254045,,inactive,1965
00254258,,inactive,2002
00254282,,inactive,2004
00254355,,inactive,1998
00254363,,inactive,1984
00254576,,inactive,1995
00254800,,inactive,2016
00255246,,inactive,1998
00255262,,inactive,1998
00255270,,inactive,1999
00255394,,inactive,1972
00255416,,inactive,1989
00255432,,inactive,1998
00255661,,inactive,1996
00255726,21695075,inactive,1992
00255734,21695288,inactive,1993
00256536,,inactive,1995
00256749,,inactive,2004
0025682X,,inactive,2012
0025696X,,inactive,1976
00256978,,inactive,1977
00257028,,inactive,2016
00257044,,inactive,1983
00257087,,inactive,1994
00257206,21507155,inactive,2016
00257303,,inactive,1972
00257338,,inactive,2001
00257397,,inactive,1999
00257508,,inactive,1980
00257524,,inactive,1985
00257664,,inactive,2011
00257729,,inactive,2013
00257850,,inactive,2012
00257958,,inactive,1972
00257990,,inactive,1979
00258040,,inactive,1949
00258075,,inactive,2015
00258105,18207383,inactive,2016
00258326,,inactive,2016
00258334,,inactive,2004
00258385,,inactive,2021
00258458,,inactive,2000
00258466,,inactive,1982
00258474,,inactive,1977
00258504,,inactive,1980
00258512,,inactive,2017
00258598,,inactive,1968
00258601,,inactive,2016
00258903,,inactive,2005
00259128,,inactive,1980
00259241,,inactive,2007
00259683,,inactive,1975
0025987X,,inactive,1996
00260096,,inactive,2014
00260541,,inactive,1974
00260576,,inactive,2013
00260592,,inactive,1974
00260614,,inactive,1985
00260657,18734065,policy,2024
00260665,,inactive,1986
00260681,,inactive,1975
00260746,,inactive,2022
00260797,,inactive,2006
00260800,,inactive,1989
00260819,,inactive,2004
0026086X,,inactive,1974
00260983,,inactive,1989
00261033,,inactive,2003
00261114,19455100,inactive,1995
00261211,,inactive,1989
00261513,,inactive,1982
00261521,,inactive,2022
0026203X,,inactive,1996
00262102,,inactive,2016
0026220X,,inactive,1994
00262293,,inactive,2016
00262366,,inactive,2015
00262633,,inactive,2001
00262692,,inactive,1972
00262919,,inactive,1982
00263079,,inactive,2010
00263184,,inactive,2008
00263451,,inactive,2021
00263516,,inactive,1974
00263524,,inactive,1994
00263532,,inactive,2000
00263656,,inactive,2016
00263664,,inactive,1978
00263680,,inactive,2014
00263745,,inactive,1979
00263788,,inactive,2012
00264628,,inactive,2015
00264725,18271618,inactive,2020
00264733,18271626,inactive,2021
00264741,,inactive,1968
0026475X,,inactive,1977
00264768,,inactive,1974
00264776,,inactive,1977
00264784,18271650,inactive,2021
00264806,18271669,discontinued,2025
00264849,18271677,inactive,1986
00264873,,inactive,1983
00264911,,inactive,1987
00264946,18271715,inactive,2020
00264954,18271723,inactive,2020
00264962,,inactive,1970
00264970,1827174X,inactive,2020
00264989,,inactive,1983
00265179,,inactive,1994
00265276,,inactive,1997
0026556X,,inactive,2016
00266388,,inactive,2016
00266396,,inactive,2016
00266523,,inactive,1978
00266604,,inactive,1999
00266655,,inactive,1997
00266817,,inactive,2002
00267503,,inactive,2011
00267562,,inactive,2008
00267775,,inactive,2001
0026783X,,inactive,1974
00268003,,inactive,2002
00268038,,inactive,2007
00268127,,inactive,2007
00268275,,inactive,2004
00268402,,inactive,2012
00268445,,inactive,2007
00268925,,inactive,2001
00268941,,inactive,1984
00269050,,inactive,2016
00269263,,inactive,1980
00269336,,inactive,1974
00269778,,inactive,1961
00269786,,inactive,1988
00270040,,inactive,2005
00271276,,inactive,2023
0027142X,,inactive,1979
00272507,19317581,inactive,2012
0027254X,,inactive,2010
00272914,,inactive,2005
00272973,,inactive,1997
00273139,,inactive,1978
0027318X,,inactive,1974
00273465,,inactive,2001
00274666,,inactive,2014
00274771,,inactive,2022
00275530,,inactive,1984
00275557,,inactive,1987
00275735,,inactive,1971
00276049,,inactive,1991
0027657X,18806872,inactive,2009
00276782,,inactive,2014
0027707X,,inactive,1989
0027755X,,inactive,2011
00277657,,inactive,1992
0027769X,15213803,inactive,2004
00278378,,inactive,2018
00278629,,inactive,1982
00279048,,inactive,2019
00279218,,inactive,2003
00279358,,inactive,1999
00280100,,inactive,1985
00280313,,inactive,1973
00280496,,inactive,2005
00280712,,inactive,2012
00280844,,inactive,1999
00281050,,inactive,1996
00281425,15593584,inactive,2011
00281441,19319193,inactive,1986
00281859,,inactive,2000
00281921,,inactive,2016
00281956,,inactive,1971
00282030,18712401,inactive,2001
0028209X,,inactive,1996
00282200,,inactive,2016
00282235,,inactive,1972
00282421,,inactive,2006
00282596,,inactive,1998
00282928,,inactive,2004
00282944,,inactive,1996
00282960,,inactive,2003
00283347,,inactive,2017
00283630,,inactive,2006
00283649,,inactive,2004
00283797,,inactive,1980
00283819,,inactive,1993
00283851,,inactive,2023
0028386X,,inactive,1974
00283894,,inactive,1993
00283924,,inactive,1982
00284726,,inactive,2004
00284823,,inactive,2004
00285390,,inactive,2013
00285870,,inactive,1979
0028596X,,inactive,1973
00286176,,inactive,1999
00286206,,inactive,2019
00286400,,inactive,2017
00286435,,inactive,1976
00286583,21692416,inactive,2014
00287091,,inactive,1997
00287199,,inactive,2006
00287318,,inactive,1974
00287504,19447744,inactive,2016
00287571,,inactive,2016
00287644,,inactive,2014
00287822,,inactive,2006
0028792X,,inactive,2011
0028808X,,inactive,1999
00288292,,inactive,2004
00288322,,inactive,2019
00288349,,inactive,1979
00288535,,inactive,1993
00288705,,inactive,1977
00289604,1091840X,inactive,2009
00290203,,inactive,2016
00290343,,inactive,1999
00290386,,inactive,1999
00290432,,inactive,1997
00290629,,inactive,2003
0029067X,,inactive,1972
00290793,,inactive,1975
00291021,,inactive,1976
00291420,,inactive,1998
00291455,,inactive,1990
00291463,,inactive,2005
0029182X,,inactive,1997
00291927,,inactive,1962
0029196X,15025322,inactive,2014
00292176,15042979,inactive,2011
00292443,,inactive,1974
00292524,,inactive,2004
00292915,,inactive,2016
00294780,,inactive,1972
00294810,,inactive,1995
00295094,,inactive,1987
00295507,,inactive,2018
0029554X,,inactive,1986
00295574,,inactive,2007
00295582,18731546,inactive,1966
00295604,,inactive,1997
00295671,,inactive,1991
00296228,,inactive,2012
00296236,,policy,2024
00296287,,inactive,1988
00296341,18276121,inactive,1999
0029649X,,inactive,1987
00296503,,inactive,2015
00296511,,inactive,1985
00296635,,inactive,1989
00296678,,inactive,1980
00297054,,inactive,2019
0029781X,,inactive,1988
00297917,,inactive,2015
00297933,,inactive,1985
00297941,,inactive,1991
0029800X,,inactive,1974
00298131,,inactive,1991
00298441,,inactive,1976
0029845X,,inactive,1991
00298484,,inactive,1990
00298557,,inactive,1980
00298573,,inactive,1991
00298786,,inactive,1997
00298948,21996881,inactive,1974
00299006,,inactive,1976
00299219,,inactive,1981
00299316,23072970,inactive,2018
00299480,,inactive,1973
00299588,,inactive,1993
00299596,,inactive,1991
00299642,,inactive,1983
00299669,,inactive,2019
00300284,,inactive,2008
00300608,,inactive,2017
00300632,,inactive,1996
00300993,,inactive,2015
00301124,,inactive,1986
0030154X,18811736,discontinued,2017
00301752,,inactive,2004
00301787,,inactive,2015
00301868,,inactive,1980
00301876,,inactive,2016
00302082,,inactive,1994
00302260,,inactive,1976
00302430,,inactive,1995
00302864,,inactive,1971
00302953,,inactive,2002
00303526,,inactive,2023
00303607,19381506,inactive,2009
00303623,,inactive,1977
00303909,,inactive,1988
00303941,,inactive,1983
0030395X,,inactive,1978
00304034,,inactive,2006
00304204,,inactive,1999
00304220,,inactive,1994
00304565,,inactive,2019
00304670,,inactive,1995
00304751,,inactive,2015
00304921,,inactive,1984
0030493X,,inactive,1994
00305073,,inactive,1984
00305278,,inactive,2012
00305375,,inactive,2023
00305693,,inactive,1993
00305707,,discontinued,2017
00305928,,inactive,1983
00306037,,inactive,2011
00306096,,inactive,2015
00306142,,inactive,1987
00306177,,inactive,2000
00306223,,inactive,2005
00306487,,inactive,2019
00306614,,inactive,1990
00306622,18830854,inactive,2021
0030770X,15734889,inactive,2023
00307793,,inactive,1975
00308269,,inactive,1986
0030834X,,inactive,2019
00308757,,inactive,1996
00308978,,inactive,1996
00309060,,inactive,2002
00309117,,inactive,2016
0030932X,,inactive,2002
00309338,,inactive,1997
00309346,21981698,inactive,2023
00309427,,inactive,1978
00309885,,inactive,2012
00310204,,inactive,1996
0031031X,,inactive,2005
00310808,18271898,discontinued,2025
00311081,,inactive,2007
00311138,,inactive,2011
00311197,,inactive,1986
00311227,,inactive,2014
00311243,,inactive,2012
0031126X,18806643,inactive,2023
00311340,,inactive,1999
00311421,,inactive,2005
00311448,,inactive,2005
00311480,,inactive,2014
00311758,,inactive,1996
00311847,,discontinued,2017
00312355,,inactive,2011
00312959,,inactive,1975
00312967,,inactive,1976
00312975,,inactive,1970
00312991,,inactive,2017
0031305X,,inactive,2004
00313114,,inactive,1994
00313637,,inactive,1996
00313904,01204912,inactive,1974
00314021,,inactive,1993
00314331,,inactive,2012
00314439,,inactive,2016
00314595,,inactive,2001
00314617,,inactive,2014
00314773,,inactive,2021
00315117,15325962,inactive,2008
00315249,,inactive,1981
00315621,,inactive,1984
00315729,,inactive,1989
00316121,,inactive,1981
0031613X,,inactive,1999
00316229,,inactive,2004
00316458,,inactive,1990
00316857,,inactive,2011
00316865,,inactive,2000
00316989,,inactive,1988
00317020,,inactive,1988
00317047,23295031,inactive,2016
00317098,,inactive,1980
0031711X,16167074,inactive,2019
00317144,,policy,2025
00317179,,inactive,2016
00317497,,inactive,1999
00317691,,inactive,1998
00317837,20122489,inactive,2011
00317918,,inactive,1977
00318027,,inactive,2013
00318086,,inactive,1977
00318183,,inactive,2016
00318280,,discontinued,2018
00318299,,inactive,2017
00318426,,inactive,1996
00318663,,inactive,1989
00318671,,inactive,1974
00318760,,inactive,1984
00318914,,inactive,1974
00318957,,inactive,1970
00318965,1521396X,inactive,2004
0031899X,,inactive,1969
00319090,,inactive,2005
00319112,,inactive,1989
00319163,18732410,inactive,1966
00319171,,inactive,1992
00319287,,inactive,1980
00319325,,inactive,1983
00319341,,inactive,2015
0031935X,,inactive,1998
00319414,20386265,inactive,2015
00319449,,inactive,2018
00319511,,inactive,2015
00320005,,inactive,1983
00320145,,inactive,1994
00320188,,inactive,2018
0032020X,,inactive,2003
00320293,,inactive,2004
00320714,,inactive,1991
00320838,,inactive,2018
00321028,18792979,inactive,1983
00321273,,inactive,1997
00321397,,inactive,1975
00321400,14710676,inactive,2014
00322024,,inactive,2021
00322156,,inactive,2023
00322202,,inactive,2023
00323632,,inactive,2014
00323640,,inactive,2014
00323756,,inactive,1996
00323764,,inactive,2000
00323802,,inactive,2013
0032390X,,inactive,1978
00323918,,inactive,2005
00323950,,inactive,1991
0032423X,,discontinued,2017
0032468X,,inactive,2021
00324701,,inactive,1996
00324795,,inactive,2005
00325287,,inactive,1982
00325821,,inactive,1983
00325961,,inactive,2017
00326070,,inactive,1998
00326267,,inactive,2007
00326291,18054536,discontinued,2017
00326305,,inactive,1971
00326518,,inactive,2022
00326666,,inactive,2012
00327069,,inactive,1977
00327077,,inactive,1961
0032745X,,discontinued,2019
00327484,,inactive,1995
00327611,,inactive,2000
00327867,,inactive,1996
0032793X,,inactive,1986
00328154,,inactive,2005
00328162,,inactive,2004
00328235,,inactive,2004
00328243,,inactive,2005
00328715,,inactive,2009
00328758,,inactive,1997
00329436,,inactive,1989
00329509,,inactive,1966
00329533,,inactive,2003
00329754,,inactive,1980
00329762,,inactive,2002
00329843,,inactive,1990
00329851,,inactive,1989
00329878,,inactive,2007
00329940,,inactive,2007
00329959,,inactive,1965
00330205,,inactive,2023
00330337,,inactive,2017
0033068X,13474081,inactive,2012
00330752,,inactive,1995
00330779,,inactive,1998
00331031,,inactive,2017
00331155,,inactive,2005
00331260,,inactive,2011
00331732,,inactive,2009
00331856,,inactive,2002
00332240,,inactive,2016
00332259,24508209,inactive,1999
00332283,,inactive,2015
00332291,,discontinued,2017
00332623,,discontinued,2017
0033264X,,inactive,1983
00332658,,inactive,2016
00332666,,inactive,1973
00332771,,inactive,1970
0033278X,,inactive,1977
00333026,,inactive,1974
00333077,,discontinued,2019
00333107,,inactive,1999
00333131,,inactive,1972
00333182,15457206,inactive,2021
00333557,,inactive,2000
00333840,,inactive,2005
00334073,,inactive,1976
00334081,,inactive,2008
0033409X,,inactive,2011
00334103,,inactive,1984
00334189,,inactive,1999
0033426X,,inactive,1981
00334928,,inactive,1978
00335134,22145494,inactive,1973
00335479,,inactive,1975
00335525,,inactive,1966
0033555X,,inactive,1980
00335568,,inactive,1996
00335622,,inactive,1995
00335649,,inactive,1974
00336890,,inactive,1983
00337021,,inactive,2009
00337560,,inactive,1975
00337579,,inactive,1988
00337722,,inactive,1985
00337889,,inactive,1984
00338001,,inactive,1988
00338176,,inactive,1969
00338192,,inactive,1993
00338303,,inactive,1998
0033832X,14322102,inactive,2022
00338346,,inactive,1975
00338400,,inactive,1971
00338486,,inactive,2005
00338494,,inactive,2004
00338575,,inactive,1991
00338826,,inactive,2007
00339016,,inactive,2008
00339563,25314920,discontinued,2016
00339636,,inactive,1996
00339652,,inactive,1977
00339873,,inactive,2021
00340618,16974298,inactive,2003
00340634,,inactive,2014
00341223,,inactive,1994
00342971,17821509,inactive,2023
00343102,,inactive,1995
00343153,,inactive,1977
00343161,,inactive,1983
00343196,,inactive,1999
00343226,,inactive,1973
00343293,,inactive,1997
00343331,,inactive,1974
00343617,18731694,policy,2024
00344095,,inactive,2015
00345164,,inactive,1994
00345334,,inactive,1987
00345377,,inactive,1979
00345466,,inactive,1999
00345687,,inactive,2002
00346616,,inactive,1996
00346780,,inactive,1977
00346799,,inactive,2013
00346853,,inactive,1984
00347094,1806907X,inactive,2020
00347108,,inactive,2000
00347175,,inactive,1997
00347264,,inactive,2016
00347299,,inactive,2006
00347310,,inactive,1980
00347493,15612945,discontinued,2017
00347523,1561302X,discontinued,2017
00347752,,discontinued,2020
00347973,,inactive,1991
00347981,19888457,inactive,2020
00348384,,inactive,1977
00348619,16954408,inactive,2022
00348899,,inactive,1995
00349402,,inactive,1997
00349437,,inactive,1989
0034947X,15781542,inactive,2017
00349542,,inactive,1977
00349615,,inactive,1976
00349763,,inactive,1963
00349925,,inactive,1982
00349941,,inactive,1975
00350362,,inactive,1994
00350397,,inactive,1991
0035077X,,inactive,2022
00350796,,inactive,1997
00350818,,inactive,2017
00350869,,inactive,2019
00350915,,inactive,1982
00351040,17762553,inactive,2008
0035113X,,inactive,1983
00351334,,inactive,2017
00351423,,inactive,2021
00351431,,inactive,1969
00351458,,inactive,2021
00351520,,inactive,1975
00351555,,inactive,2019
00351563,11563141,inactive,2013
00351628,,inactive,1978
00351709,,inactive,1978
00351768,1776257X,inactive,2012
00351784,,inactive,2018
00351792,,inactive,1972
00351822,,inactive,1991
00351954,,inactive,1972
