issn,eissn,scope_status,scope_confidence,scope_source_url,fetched_at
,2422779X,official_scope_clean,0.9,https://fh.mdp.edu.ar/revistas/index.php/magallanica/about/editorialPolicies,2026-08-29T00:05:26Z
25430343,25430351,blocked,0.0,https://journals.lww.com/prcm/pages/aboutthejournal.aspx,2026-08-29T00:05:18Z
10015485,,official_journal_description,0.35,http://ckyyb.crsri.cn/EN/column/column1.shtml,2026-08-29T16:03:52Z
16114426,16114434,official_scope_clean,0.8,https://www.ishs.org/ejhs,2026-09-04T17:02:04Z
23224746,24766984,unavailable,0.0,https://sanad.iau.ir/en/Journal/jvcp/Page/aim_scope,2026-08-29T16:03:44Z
25450425,25451359,official_scope_clean,0.9,https://journals.viamedica.pl/palliative_medicine_in_practice/about/customPage/aboutPlugin-page-160?adapted=1,2026-08-29T00:05:20Z
2356914X,26824663,unavailable,0.0,https://ejsrt.journals.ekb.eg/journal/aim_scope,2026-08-29T16:04:03Z
23145609,,blocked,0.0,http://ssnma.com/AimsScope.aspx,2026-08-29T00:05:23Z
,24465577,blocked,0.0,http://revistas.icesp.br/index.php/RBPeCS/about/editorialPolicies#focusAndScope,2026-08-29T00:05:23Z
00419419,24108057,blocked,0.0,https://iqjmc.uobaghdad.edu.iq/index.php/19JFacMedBaghdad36/Aim_Scope,2026-08-29T00:05:23Z
10259945,19934904,blocked,0.0,https://revistas.ulima.edu.pe/index.php/contratexto/about,2026-08-29T00:05:23Z
02549212,22246428,official_scope_clean,0.9,https://revistas.pucp.edu.pe/index.php/anthropologica/about,2026-08-29T00:05:24Z
22520473,22520546,official_scope_clean,0.9,https://jha.sums.ac.ir/journal/aim_scope?lang=en,2026-08-29T00:05:26Z
27211096,27211916,official_scope_clean,0.9,https://jurnal.umbarru.ac.id/index.php/jelita/FOCUS-SCOPE,2026-08-29T00:05:26Z
,29862019,official_scope_clean,0.9,https://ojs.sttparakletos-tomohon.ac.id/index.php/kardia/focusandscope,2026-08-29T00:05:26Z
20860668,23375434,blocked,0.0,https://journal.unnes.ac.id/journals/jdm/about#focusandScope,2026-08-29T00:05:23Z
,26219336,blocked,0.0,http://inacl.id/journal/index.php/jlk/about,2026-08-29T00:05:26Z
16931246,23553812,blocked,0.0,https://journal.unnes.ac.id/journals/jpfi/about#focusandScope,2026-08-29T00:05:23Z
,16975928,blocked,0.0,https://revistes.ub.edu/index.php/LSC/about,2026-08-29T00:05:23Z
19938985,26584794,official_scope_clean,0.9,https://re.eltech.ru/jour/about/editorialPolicies,2026-08-29T00:05:26Z
20748132,,official_scope_partial,0.5,https://laj-msu.ru/en/about/,2026-08-29T00:05:26Z
14152762,23169389,official_scope_clean,0.9,https://periodicos.ufmg.br/index.php/reme/politica-editorial,2026-08-29T00:05:27Z
26227401,26227126,blocked,0.0,https://journal.uii.ac.id/IJCA/focusandscope,2026-08-29T00:05:24Z
,30078695,official_scope_clean,0.9,https://engiscience.com/index.php/tesol/as,2026-08-29T00:05:27Z
24512591,24514101,official_scope_clean,0.9,https://journals.viamedica.pl/medical_research_journal/about/customPage/aboutPlugin-page-216?adapted=1,2026-08-29T00:05:25Z
23456604,23456566,official_scope_clean,0.9,https://psj.gau.ac.ir/journal/aim_scope,2026-08-29T00:05:27Z
23831111,2345251X,blocked,0.0,http://energyequipsys.com/journal/aim_scope,2026-08-29T00:05:26Z
,25268732,official_scope_clean,0.9,https://lp.thieme.de/journals/brazilian-journal-of-oncology/2526-8732,2026-08-29T00:05:25Z
19840659,19840063,official_scope_clean,0.8,https://lp.thieme.de/journals/sleep-science/1984-0063,2026-09-04T17:02:04Z
10011455,,official_scope_clean,0.9,https://www.bzycj.cn/news/about%20journal.htm,2026-08-29T14:04:17Z
2782358X,27823598,metadata_only,0.1,http://journalpmn.ru/index.php/PMN/about/editorialPolicies#focusAndScope,2026-08-29T16:04:20Z
2949074X,,official_journal_description,0.35,https://managing-culture.eaca.ru/about#aims-and-scope,2026-08-29T12:32:24Z
25000764,25420941,official_scope_clean,0.9,https://fcm.kemgmu.ru/jour/about/editorialPolicies,2026-08-29T00:05:29Z
2089127X,26859750,blocked,0.0,https://e-journal.umc.ac.id/index.php/JPK/focusandscope,2026-08-29T00:05:29Z
,27293548,official_scope_minor_noise,0.75,https://www.unilim.fr/espaces-linguistiques/88,2026-08-29T12:32:25Z
,10921206,official_scope_clean,0.9,https://journals.library.ualberta.ca/istl/index.php/istl/about,2026-08-29T00:05:27Z
14134411,18529208,official_scope_partial,0.5,https://xenarthrans.org/journal/,2026-08-29T00:05:32Z
17272114,23118865,blocked,0.0,https://journals.najah.edu/journal/anujr-a/p/about/aims-and-scope/,2026-08-29T00:05:27Z
,30066077,official_scope_minor_noise,0.75,https://xenarthrans.org/journal/,2026-08-29T12:32:28Z
,29937574,blocked,0.0,https://www.tandfonline.com/journals/tmls20/about-this-journal#journal-metrics,2026-08-29T00:05:26Z
01211048,,unavailable,0.0,https://revistas.uptc.edu.co/index.php/inquietud_empresarial/about#focusAndScope,2026-08-29T12:32:24Z
18855687,19882416,official_scope_clean,0.9,https://revistas.ucm.es/index.php/ESIM/es/about,2026-08-29T00:05:27Z
,25158767,blocked,0.0,https://www.openscience.fr/Arts-et-sciences,2026-08-29T00:05:27Z
01616463,,blocked,0.0,https://escholarship.org/uc/aicrj/about,2026-08-29T00:05:27Z
,19441932,official_scope_clean,0.9,https://evostudies.org/evos-journal/about-the-journal/,2026-08-29T00:05:30Z
,2148967X,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/iid/aim-and-scope,2026-08-29T00:05:27Z
00090794,25709216,official_scope_clean,0.9,https://ceskylid.avcr.cz/en/about/policies,2026-08-29T00:05:29Z
26143852,26143992,official_journal_description,0.35,https://riset.unisma.ac.id/index.php/yur/scopeandfocus,2026-08-29T00:05:30Z
0872556X,21845638,official_scope_partial,0.5,https://revistas.ucp.pt/index.php/gestaoedesenvolvimento/about,2026-08-29T12:32:26Z
,25310046,official_scope_clean,0.9,https://sbir.upct.es/index.php/sbir/about,2026-08-29T00:05:30Z
,25942069,official_scope_clean,0.9,https://dimensionesturisticas.mx/index.php/dimensiones/about,2026-08-29T00:05:31Z
16578031,26653354,unavailable,0.0,https://revistas.usb.edu.co/index.php/Agora/about,2026-08-29T12:32:24Z
14125439,26567369,blocked,0.0,https://fenomena.uinkhas.ac.id/index.php/fenomena/focus,2026-08-29T00:05:30Z
21487758,21487510,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/erziefd/aim-and-scope,2026-08-29T00:05:30Z
,29800412,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/sautad/aim-and-scope,2026-08-29T00:05:32Z
,25942891,official_scope_partial,0.5,https://revistas.uas.edu.mx/index.php/Escripta,2026-08-29T12:32:32Z
,29625289,blocked,0.0,https://ejournal.uinsaizu.ac.id/index.php/elaqwal/focus,2026-08-29T00:05:29Z
21845778,27954900,official_scope_partial,0.5,https://revistas.ucp.pt/index.php/ephata/about,2026-08-29T12:32:27Z
,25760009,official_scope_clean,0.9,https://journals.flvc.org/edis/about,2026-08-29T00:05:29Z
18521576,26182998,official_scope_minor_noise,0.75,https://revistadeantropologia.unr.edu.ar/index.php/revistadeantropologia/about,2026-08-29T12:32:28Z
1870879X,25941100,official_scope_partial,0.5,https://www.enclavesdelpensamiento.mx/index.php/enclaves/about,2026-08-29T11:35:52Z
25280597,25805428,blocked,0.0,https://journal.ubpkarawang.ac.id/index.php/Manajemen/focus-scope,2026-08-29T00:05:29Z
,26222655,official_scope_clean,0.9,http://cmhp.lenterakaji.org/index.php/cmhp/focusandscope,2026-08-29T00:05:32Z
19057873,,official_scope_clean,0.8,http://www.mijst.mju.ac.th/,2026-09-04T17:02:04Z
26767279,26454947,blocked,0.0,http://www.chemrevlett.com/journal/aim_scope,2026-08-29T00:05:30Z
,29651662,official_scope_clean,0.9,https://revistaplural.emnuvens.com.br/prp/about,2026-08-29T00:05:32Z
01036513,19805411,official_scope_clean,0.9,https://prod.org.br/,2026-08-29T00:05:32Z
16878493,26823640,unavailable,0.0,https://eijest.journals.ekb.eg/journal/aim_scope,2026-08-29T16:04:28Z
,25710958,official_journal_description,0.35,https://ojs.cuni.cz/lidemesta/about,2026-08-29T12:32:29Z
,28302435,official_scope_clean,0.9,https://ojs3.unpatti.ac.id/index.php/pela/focusandscope,2026-08-29T12:32:30Z
0037699X,13368605,official_scope_clean,0.9,https://sd.sav.sk/aims-and-scope/,2026-08-29T00:05:37Z
11102594,26823330,unavailable,0.0,https://ejrs.journals.ekb.eg/journal/aim_scope,2026-08-29T16:04:28Z
17317517,29565014,unavailable,0.0,http://ssp.amu.edu.pl/en/,2026-08-29T12:32:31Z
05145899,26200465,blocked,0.0,https://scindeks.ceon.rs/Portrait.aspx?issn=0514-5899,2026-08-29T00:05:30Z
16470559,27954358,official_scope_partial,0.5,https://revistas.ucp.pt/index.php/cadernosdesaude/about,2026-08-29T12:32:37Z
24234761,27830888,official_scope_clean,0.9,https://tava.isav.ir/journal/aim_scope,2026-08-29T00:05:33Z
08540039,24075825,blocked,0.0,https://journal.unnes.ac.id/journals/paramita/about#focusandScope,2026-08-29T00:05:30Z
26016877,26686813,official_scope_clean,0.9,https://asmj.ro/about-the-journal/aims-and-scope/,2026-08-29T00:05:33Z
11308354,24453587,official_scope_clean,0.9,https://ced.revistas.deusto.es/about,2026-08-29T00:05:37Z
00045322,22755195,official_journal_description,0.35,https://journals.openedition.org/bagf/268,2026-08-29T12:32:37Z
,21748659,official_scope_clean,0.9,https://polired.upm.es/index.php/territoriosenformacion/enfoque_y_alcance,2026-08-29T00:05:34Z
19528108,21099405,official_scope_partial,0.5,http://journals.openedition.org/anneemaghreb/1063,2026-08-29T00:05:37Z
13079778,13095137,blocked,0.0,https://www.gaziakademikbakis.com/en/sayfalar/policies/aim-and-scope/6,2026-08-29T00:05:33Z
17790980,1961859X,official_journal_description,0.35,https://journals.openedition.org/etudescaribeennes/,2026-08-29T12:32:39Z
16203224,22628363,official_journal_description,0.35,https://journals.openedition.org/moussons/1360,2026-08-29T12:32:42Z
20854277,,blocked,0.0,https://journal.unnes.ac.id/journals/jda/about#focusandScope,2026-08-29T00:05:32Z
12702412,27279383,official_journal_description,0.35,https://journals.openedition.org/lbl/267,2026-08-29T12:32:47Z
14102765,25031252,blocked,0.0,https://journal.unnes.ac.id/journals/abdimas/about#focusandScope,2026-08-29T00:05:32Z
17517362,17517370,blocked,0.0,https://academic.oup.com/ismej/pages/about,2026-08-29T00:05:32Z
,19838018,official_scope_partial,0.5,https://periodicos.unemat.br/index.php/norteamentos/about,2026-08-29T00:05:34Z
,26368129,unavailable,0.0,http://saucis.sakarya.edu.tr/en/pub/aim-and-scope,2026-08-29T11:35:47Z
,29801966,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/pharmata/aim-and-scope,2026-08-29T00:05:35Z
22520449,25385445,metadata_only,0.1,http://basparesh.ippi.ac.ir/journal/aim_scope,2026-08-29T16:53:04Z
20666276,26015676,unavailable,0.0,http://www.nrsdj.com/aims-scope.html#.XGPPljMza70,2026-08-29T12:32:39Z
25004247,25418564,official_scope_clean,0.9,http://studlit.ru/index.php/en/about/subject-matter,2026-08-29T00:05:37Z
25242644,25242652,official_journal_description,0.35,https://intcom.kubg.edu.ua/index.php/journal/about,2026-08-29T16:53:05Z
,27231895,unavailable,0.0,http://inventory.poltekatipdg.ac.id/index.php/inventory/about/editorialPolicies#focusAndScope,2026-08-29T12:33:01Z
23384530,25407899,blocked,0.0,https://e-journal.undikma.ac.id/index.php/prismasains/about/editorialPolicies#focusAndScope,2026-08-29T00:05:33Z
25886614,26766434,unavailable,0.0,http://nass.atu.ac.ir/journal/aim_scope,2026-08-29T12:33:02Z
22269231,20781458,blocked,0.0,https://bjbio.bioethics.org.bd/index.php/BJBio/about,2026-08-29T00:05:35Z
,19805071,official_scope_clean,0.9,https://periodicos.unespar.edu.br/revistacientifica/about,2026-08-29T00:05:37Z
1818331X,20740565,metadata_only,0.0,https://jnpae.kinr.kyiv.ua/about.html,2026-08-29T11:35:48Z
18323391,,official_journal_description,0.35,https://bibleandcriticaltheory.com/home-page/,2026-08-29T12:32:46Z
,26604906,official_scope_minor_noise,0.75,https://revistas.uvigo.es/index.php/AFIAL/about,2026-08-29T00:05:37Z
11101377,29743923,unavailable,0.0,https://sjcf.journals.ekb.eg/journal/aim_scope,2026-08-29T16:04:28Z
,15589404,official_journal_description,0.35,http://sfonline.barnard.edu/about/,2026-08-29T12:32:58Z
24449695,24449709,official_scope_clean,0.8,http://www.emeraldgrouppublishing.com/services/publishing/sjme/index.htm,2026-09-04T17:02:04Z
,23970820,blocked,0.0,https://ajar.arena-architecture.eu/about#focus-and-scope,2026-08-29T00:05:40Z
,29881536,blocked,0.0,https://e-journal.unmas.ac.id/index.php/jia/focusandscopes,2026-08-29T00:05:40Z
,30260264,official_scope_clean,0.9,https://e-journal.bustanul-ulum.id/index.php/MJES/Focusandscope,2026-08-29T00:05:41Z
24236942,24236934,official_scope_partial,0.5,https://jomc.ut.ac.ir/journal/aim_scope?lang=en,2026-08-29T16:04:17Z
23104902,24157589,metadata_only,0.1,http://nvvm.btsau.edu.ua/en/,2026-08-29T16:53:05Z
20779038,,official_scope_partial,0.5,https://aac.raasn.ru/index.php/aac/Aims,2026-08-29T12:32:56Z
,25144774,blocked,0.0,https://www.emeraldgrouppublishing.com/journal/jcms#journal_aims_scope,2026-08-29T00:05:37Z
,27085694,official_journal_description,0.35,https://journal.safebd.org/index.php/jafe/about,2026-08-29T16:04:18Z
,30607620,official_scope_clean,0.9,https://amcen.razi.ac.ir/journal/aim_scope?lang=en,2026-08-29T00:05:41Z
,30606683,official_scope_clean,0.9,https://www.jitle.ir/journal/aim_scope?lang=en,2026-08-29T00:05:40Z
,2037741X,official_scope_minor_noise,0.75,https://www.quest-cdecjournal.it/about-this-journal/,2026-08-29T11:35:49Z
,20637330,official_scope_clean,0.9,https://folyoirat.ludovika.hu/index.php/kome/about,2026-08-29T00:05:40Z
,23933127,official_journal_description,0.35,https://stec.univ-ovidius.ro/html/anale/ENG/,2026-08-29T00:05:41Z
1225505X,20935609,metadata_only,0.0,http://www.medhist.or.kr/about,2026-08-29T14:04:21Z
18419836,18419844,official_scope_partial,0.5,https://univagora.ro/jour/index.php/ijccc/about,2026-08-29T00:05:43Z
,29495407,official_journal_description,0.35,https://indcyb.ru/,2026-08-29T12:33:02Z
13909797,26312670,official_scope_clean,0.9,https://revistas.usfq.edu.ec/index.php/posts/about,2026-08-29T00:05:43Z
13300695,18487858,official_journal_description,0.35,https://hrcak.srce.hr/folia-onomastica?lang=en,2026-08-29T00:05:43Z
22327576,19868049,official_scope_clean,0.9,https://www.jhsci.ba/ojs/index.php/jhsci/about,2026-08-29T00:05:43Z
22518401,22520414,unavailable,0.0,http://medrehab.sbmu.ac.ir/journal/aim_scope?lang=en,2026-08-29T16:04:39Z
23060565,23117397,official_scope_clean,0.9,https://revistas.ucsp.edu.pe/index.php/psicologia/about,2026-08-29T00:05:43Z
,30218578,blocked,0.0,https://jurnalfuda.iainkediri.ac.id/index.php/canoniareligia/focusandscope,2026-08-29T00:05:41Z
,26110121,unavailable,0.0,https://www.ilsileno.it/dat/aims-and-scope/,2026-08-29T12:32:57Z
01886657,24488232,official_scope_clean,0.9,https://revistas-filologicas.unam.mx/medievalia/index.php/mv/about,2026-08-29T00:05:45Z
26907283,26907291,official_scope_clean,0.9,https://scholarlyengagement.com/,2026-08-29T00:05:44Z
,20745885,official_journal_description,0.35,http://psyjournals.ru/en/psyedu_ej/mission/,2026-08-29T00:05:56Z
29763126,29763134,official_scope_clean,0.9,https://e-journal.uum.edu.my/index.php/rentas/aims-and-scope,2026-08-29T00:05:45Z
17944724,21454515,official_scope_clean,0.9,https://revistas.urosario.edu.co/index.php/apl/about,2026-08-29T00:05:45Z
29851297,29851386,official_scope_clean,0.9,https://so08.tci-thaijo.org/index.php/ssjpolsci/about,2026-08-29T00:05:49Z
,30645093,official_scope_clean,0.9,https://journal.myresearch.id/gerr/aims-and-scope,2026-08-29T00:05:46Z
,21874905,blocked,0.0,https://iafor.org/journal/iafor-journal-of-cultural-studies/about/,2026-08-29T00:05:44Z
01044443,19805934,blocked,0.0,https://periodicos.pucpr.br/aurora/about,2026-08-29T00:05:43Z
,29879698,blocked,0.0,https://ejournal.undiksha.ac.id/index.php/JIL/Focusandscope,2026-08-29T00:05:44Z
29716535,29716543,unavailable,0.0,https://nataisogun.com/ad-daliil/about-the-journal,2026-08-29T16:04:20Z
18418333,22613463,metadata_only,0.1,https://gerflint.fr/synergies-roumanie/politique-editoriale,2026-08-29T00:05:46Z
01721941,23875372,official_scope_clean,0.9,https://www.ntnu.no/ojs/index.php/chironomus/about,2026-08-29T00:05:44Z
1693699X,2502065X,blocked,0.0,https://journals.unisba.ac.id/index.php/ethos/focusandscope,2026-08-29T00:05:46Z
,23087250,official_scope_clean,0.9,https://sportedu.org.ua/index.php/PES/about,2026-08-29T00:05:46Z
2616339X,26172925,official_scope_clean,0.9,https://perioperative.org.ua/index.php/prtmdc/en/aims-scope,2026-08-29T00:05:49Z
,15231720,official_journal_description,0.35,https://www.lehman.edu/academics/arts-humanities/languages-literatures/ciberletras//,2026-08-29T16:53:07Z
,19970838,official_journal_description,0.35,http://www.jspb.ru/scope.htm,2026-08-29T12:33:00Z
07176945,07185162,official_scope_clean,0.9,https://rexe.cl/index.php/rexe/about,2026-08-29T00:05:51Z
02630672,21571430,official_scope_clean,0.9,https://www.intellectbooks.com/dramatherapy,2026-08-29T00:05:48Z
,2174548X,official_scope_clean,0.8,http://www.uhu.es/publicaciones/ojs/index.php/et/index,2026-09-04T17:02:04Z
,25168061,official_scope_clean,0.9,https://journals.ed.ac.uk/airea/about,2026-08-29T00:05:48Z
,26674173,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/uhad/aim-and-scope,2026-08-29T00:05:46Z
,30620880,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/artos/aim-and-scope,2026-08-29T00:05:48Z
16869664,,official_scope_clean,0.9,https://li01.tci-thaijo.org/index.php/scimsujournal/about,2026-08-29T00:05:49Z
0716498X,07182376,blocked,0.0,https://scielo.conicyt.cl/revistas/universum/einstruc.htm,2026-08-29T00:05:49Z
15626997,2309737X,official_scope_clean,0.9,https://ajcr.pub/about,2026-08-29T00:05:50Z
20886330,25033778,blocked,0.0,https://jurnalfuf.uinsa.ac.id/index.php/religio/scope,2026-08-29T00:05:47Z
18704670,24487899,official_journal_description,0.35,https://revistas.juridicas.unam.mx/index.php/derecho-social/tematica-y-alcance,2026-08-29T11:35:50Z
25370251,26824590,unavailable,0.0,https://jkfb.journals.ekb.eg/journal/aim_scope,2026-08-29T12:33:16Z
30077346,30055091,blocked,0.0,https://jnh.alnoor.edu.iq/journal/aim_scope,2026-08-29T00:05:50Z
,27753670,blocked,0.0,https://ejurnal.ung.ac.id/index.php/ijpe/about/editorialPolicies#focusAndScope,2026-08-29T00:05:47Z
,21479380,official_scope_clean,0.9,https://iconarp.ktun.edu.tr/index.php/iconarp/about,2026-08-29T00:05:50Z
,29811465,official_scope_clean,0.9,https://tale.razi.ac.ir/journal/aim_scope,2026-08-29T00:05:51Z
30068061,3006807X,official_scope_clean,0.9,https://jcas-journal.com/index.php/jcas/about,2026-08-29T00:05:51Z
,19823053,official_scope_clean,0.9,https://periodicos.ufmg.br/index.php/maaravi/about,2026-08-29T00:05:50Z
,15787680,official_scope_clean,0.9,https://www.um.es/ead/red/normasRED.htm,2026-08-29T00:05:53Z
,25374214,official_journal_description,0.35,https://romanoslavica.ro/eng_home.htm,2026-08-29T12:33:04Z
,2813883X,official_scope_clean,0.9,https://www.frontiersin.org/journals/musculoskeletal-disorders/about,2026-08-29T00:05:50Z
,30607612,blocked,0.0,https://bcbnjournal.kaums.ac.ir/journal/aim_scope,2026-08-29T00:05:49Z
00817147,24511331,official_scope_clean,0.9,https://studia-zrodloznawcze.pl/en/about-us/focus-and-scope,2026-08-29T00:05:52Z
20708785,23070420,official_scope_clean,0.9,https://scielo.iics.una.py/revistas/sopaci/einstruc.htm,2026-08-29T00:05:55Z
,27597504,metadata_only,0.1,https://www.juntendo.ac.jp/journal/en/journal/instructions/index.html,2026-08-29T14:04:22Z
,25948040,official_scope_clean,0.9,https://periodicos.ufpe.br/revistas/index.php/jpm/about,2026-08-29T00:05:51Z
26632578,26632586,unavailable,0.0,http://kvt-journal.org.ua/current/,2026-08-29T12:33:06Z
,29658101,blocked,0.0,https://revista-cognitio.tjpb.jus.br/COGNITIO/about,2026-08-29T00:05:52Z
,20649940,metadata_only,0.1,https://jeny.szte.hu/index.php/jeny/celok,2026-08-29T16:53:07Z
27911020,27911039,official_journal_description,0.35,https://www.rsrlcriic.org/aux-auteurs,2026-08-29T16:04:19Z
,07199392,official_scope_clean,0.9,https://revistas.uautonoma.cl/index.php/rjyd/es/about,2026-08-29T00:05:53Z
20128169,24489654,blocked,0.0,http://sljid.sljol.info/about/,2026-08-29T00:05:52Z
20757190,26635704,official_scope_clean,0.9,https://fil.nlu.edu.ua/about,2026-08-29T00:05:54Z
,2458973X,official_scope_clean,0.8,https://dergipark.org.tr/en/pub/jscmt,2026-09-04T17:02:04Z
,15559351,official_scope_clean,0.9,https://hyperrhiz.io/masthead.html,2026-08-29T00:05:54Z
27747980,29864585,blocked,0.0,https://e-journal.uingusdur.ac.id/aqwal/aims-scope,2026-08-29T00:05:51Z
18583075,25276131,official_scope_clean,0.9,https://jurnaldinarek.id/index.php/jidr/FocusandScope,2026-08-29T00:05:55Z
,21681325,official_journal_description,0.35,https://journals.librarypublishing.arizona.edu/itlt/submissions/,2026-08-29T16:53:15Z
,21583897,metadata_only,0.1,http://www.psupress.org/Journals/jnls_JIP.html,2026-08-29T11:35:51Z
,27089517,unavailable,0.0,https://www.clt-international.org/aims_and_scope/,2026-08-29T12:33:06Z
08523681,24430765,blocked,0.0,http://jiip.ub.ac.id/index.php/jiip/about/editorialPolicies#focusAndScope,2026-08-29T00:05:53Z
,25741624,official_scope_clean,0.9,https://skin.dermsquared.com/skin/about,2026-08-29T00:05:55Z
26167646,26173786,official_scope_partial,0.5,http://dancestudios.knukim.edu.ua/about,2026-08-29T12:33:09Z
,23453907,unavailable,0.0,http://journals.sbmu.ac.ir/index.php/nbm/about/editorialPolicies#peerReviewProcess,2026-08-29T12:33:06Z
2617796X,26180049,official_journal_description,0.35,http://infotech-soccult.knukim.edu.ua/about,2026-08-29T12:33:09Z
23225718,23225726,official_scope_clean,0.9,https://aojnmb.mums.ac.ir/journal/aim_scope,2026-08-29T00:05:56Z
19433875,19433883,blocked,0.0,https://www.mdpi.com/journal/cmtr/about,2026-08-29T00:05:53Z
,18681581,official_journal_description,0.35,https://journals.uni-goettingen.de/gojil/about,2026-08-29T11:35:51Z
20953119,23523425,official_scope_clean,0.8,https://www.sciencedirect.com/journal/journal-of-integrative-agriculture/,2026-09-04T17:02:04Z
25200755,25223003,unavailable,0.0,http://journal.iba-suk.edu.pk:8089/SIBAJournals/index.php/sjcms/about,2026-08-29T12:33:10Z
,27894274,unavailable,0.0,http://revistas.unheval.edu.pe/index.php/mic/about,2026-08-29T16:04:19Z
,30857589,official_scope_partial,0.5,https://periodicos.ufmg.br/index.php/advances-kr/index,2026-08-29T12:33:18Z
18403557,19866690,unavailable,0.0,https://www.zrefis.ekofis.ues.rs.ba/index.php/about-journal,2026-08-29T12:33:13Z
,21516014,blocked,0.0,https://scholarworks.sjsu.edu/comparativephilosophy/,2026-08-29T00:05:53Z
20700695,29493641,official_scope_clean,0.9,https://znakmedia.ru/index.php/znak/aims,2026-08-29T00:05:57Z
0026279X,,blocked,0.0,http://micronesica.org/instructions-authors,2026-08-29T00:05:54Z
,2948295X,official_scope_clean,0.9,https://link.springer.com/journal/11038/aims-and-scope,2026-08-29T00:05:55Z
27354377,27859878,unavailable,0.0,https://jsaes.journals.ekb.eg/journal/aim_scope,2026-08-29T16:04:52Z
29636221,29628520,blocked,0.0,https://ejournal.upnvj.ac.id/jded/as,2026-08-29T00:05:57Z
26180030,30062772,blocked,0.0,https://journal.ait.edu.az/daj/aim-scope,2026-08-29T00:05:57Z
,27169731,official_scope_partial,0.5,http://daneshvarmed.shahed.ac.ir/journal/aim_scope?lang=en,2026-08-29T16:53:10Z
25706578,25706586,official_journal_description,0.35,http://www.genderonline.cz/en/page/9-about-the-journal,2026-08-29T00:06:07Z
25882910,25882929,official_scope_clean,0.9,https://eej.aut.ac.ir/journal/aim_scope,2026-08-29T00:05:59Z
,18933211,official_scope_minor_noise,0.75,https://septentrio.uit.no/index.php/borealis/en/about,2026-08-29T00:05:56Z
22518436,23221666,official_scope_clean,0.9,https://jhs.uma.ac.ir/journal/aim_scope,2026-08-29T00:05:58Z
30926076,29809819,official_scope_clean,0.9,https://jdcr.birjand.ac.ir/journal/aim_scope?lang=en,2026-08-29T00:05:58Z
,18931049,official_scope_clean,0.9,https://journals.oslomet.no/index.php/pp/about,2026-08-29T00:05:56Z
,30662761,blocked,0.0,https://publications.aap.org/pediatricsopenscience/pages/About,2026-08-29T00:05:57Z
25882953,25882961,official_scope_clean,0.9,https://miscj.aut.ac.ir/journal/aim_scope,2026-08-29T00:05:59Z
01047841,25944363,official_scope_clean,0.9,https://www.revistanps.com.br/nps/about,2026-08-29T00:06:11Z
2251600X,24235733,official_scope_clean,0.9,https://jame.iut.ac.ir/journal/aim_scope?lang=en,2026-08-29T00:05:58Z
,24644153,official_scope_clean,0.9,https://journals.oslomet.no/index.php/yrke/about,2026-08-29T00:06:01Z
,26764253,unavailable,0.0,https://jtae.ari.ac.ir/journal/aim_scope?lang=en,2026-08-29T12:33:16Z
,27179508,official_scope_clean,0.9,https://rrpubs.com/index.php/rol/aimsandcope,2026-08-29T00:05:59Z
20767633,20776853,official_journal_description,0.35,http://crm-en.ics.org.ru/journal/page/crminfo/,2026-08-29T00:06:10Z
,30649765,blocked,0.0,https://www.academia.edu/journals/academia-molecular-biology-and-genomics/about/aims-and-scope,2026-08-29T00:05:57Z
25382128,25382136,official_scope_clean,0.9,https://comb-opt.azaruniv.ac.ir/journal/aim_scope,2026-08-29T00:05:59Z
20900090,26824469,unavailable,0.0,https://mathj.journals.ekb.eg/journal/aim_scope,2026-08-29T16:04:52Z
16666186,18533655,official_scope_clean,0.9,https://revistas.unne.edu.ar:443/index.php/crn/about,2026-08-29T00:06:17Z
26237911,2623873X,official_journal_description,0.35,https://eiufri.uniri.hr/index.php/ei/about,2026-08-29T12:33:17Z
,21598118,blocked,0.0,http://scholarship.claremont.edu/jhm/aimsandscope.html,2026-08-29T00:06:06Z
22529055,25978039,official_scope_clean,0.9,https://journal.unj.ac.id/unj/index.php/insight/scope,2026-08-29T00:06:07Z
28152751,28152875,blocked,0.0,https://bjiep.unwe.bg/en/pages/21959/about-bjiep.html,2026-08-29T00:05:58Z
,21477728,official_scope_clean,0.9,https://dergipark.org.tr/en/pub/hemsire/aim-and-scope,2026-08-29T00:05:59Z
,29598753,metadata_only,0.0,https://www.the-innovation.org/geoscience/authors,2026-08-29T14:04:22Z
23832185,25882686,official_scope_clean,0.9,http://dsme.hums.ac.ir/page/14/Aims--YW_AND--Scopes,2026-08-29T12:33:19Z
25211455,25234250,blocked,0.0,https://art-of-medicine.ifnmu.edu.ua/index.php/aom/aims-and-scope,2026-08-29T00:05:59Z
,29497515,official_journal_description,0.35,https://www.keaipublishing.com/en/journals/women-and-children-nursing/,2026-08-29T17:27:01Z
16927273,21454507,unavailable,0.0,http://revistas.urosario.edu.co/index.php/revsalud/about/editorialPolicies#focusAndScope,2026-08-29T11:35:58Z
